pin,district,state
580024,DHARWAD,KARNATAKA
455440,DEWAS,MADHYA PRADESH
625527,MADURAI,TAMIL NADU
442916,CHANDRAPUR,MAHARASHTRA
637504,SALEM,TAMIL NADU
743221,24 PARAGANAS NORTH,WEST BENGAL
833218,WEST SINGHBHUM,JHARKHAND
614020,THIRUVARUR,TAMIL NADU
393001,BHARUCH,GUJARAT
516257,Y.S.R.,ANDHRA PRADESH
685616,IDUKKI,KERALA
801305,NALANDA,BIHAR
795140,IMPHAL WEST,MANIPUR
826005,DHANBAD,JHARKHAND
416406,SANGLI,MAHARASHTRA
521323,KRISHNA,ANDHRA PRADESH
671122,KASARAGOD,KERALA
508376,NALGONDA,TELANGANA
754220,KENDRAPARA,ODISHA
783389,BONGAIGAON,ASSAM
801301,NALANDA,BIHAR
517501,CHITTOOR,ANDHRA PRADESH
506169,JAYASHANKAR BHUPALAPALLY,TELANGANA
781382,KAMRUP,ASSAM
391760,VADODARA,GUJARAT
110080,SOUTH,DELHI
854105,KATIHAR,BIHAR
625105,MADURAI,TAMIL NADU
506244,JANGOAN,TELANGANA
612106,THANJAVUR,TAMIL NADU
600118,CHENNAI,TAMIL NADU
606707,TIRUVANNAMALAI,TAMIL NADU
484771,SHAHDOL,MADHYA PRADESH
176209,KANGRA,HIMACHAL PRADESH
631202,THIRUVALLUR,TAMIL NADU
509324,NAGARKURNOOL,TELANGANA
781014,KAMRUP METRO,ASSAM
482003,JABALPUR,MADHYA PRADESH
306705,PALI,RAJASTHAN
209210,KANPUR NAGAR,UTTAR PRADESH
411006,PUNE,MAHARASHTRA
852130,SUPAUL,BIHAR
631212,THIRUVALLUR,TAMIL NADU
670741,KANNUR,KERALA
403731,SOUTH GOA,GOA
768110,DEOGARH,ODISHA
571211,KODAGU,KARNATAKA
742161,MURSHIDABAD,WEST BENGAL
411037,PUNE,MAHARASHTRA
342601,JODHPUR,RAJASTHAN
305816,AJMER,RAJASTHAN
813101,BANKA,BIHAR
641402,COIMBATORE,TAMIL NADU
312619,PRATAPGARH,RAJASTHAN
224121,AYODHYA,UTTAR PRADESH
445110,YAVATMAL,MAHARASHTRA
628720,TUTICORIN,TAMIL NADU
713210,PASCHIM BARDHAMAN,WEST BENGAL
177211,UNA,HIMACHAL PRADESH
415801,RATNAGIRI,MAHARASHTRA
533241,EAST GODAVARI,ANDHRA PRADESH
801507,PATNA,BIHAR
284126,LALITPUR,UTTAR PRADESH
794001,WEST GARO HILLS,MEGHALAYA
505162,PEDDAPALLI,TELANGANA
731130,BIRBHUM,WEST BENGAL
831005,EAST SINGHBUM,JHARKHAND
841236,SIWAN,BIHAR
144519,HOSHIARPUR,PUNJAB
494333,KANKER,CHHATTISGARH
591112,BELAGAVI,KARNATAKA
508117,YADADRI BHUVANAGIRI,TELANGANA
670141,KANNUR,KERALA
494237,KONDAGAON,CHHATTISGARH
783125,GOALPARA,ASSAM
144418,JALANDHAR,PUNJAB
605006,PONDICHERRY,PUDUCHERRY
413317,SOLAPUR,MAHARASHTRA
844507,VAISHALI,BIHAR
505129,KARIMNAGAR,TELANGANA
516401,Y.S.R.,ANDHRA PRADESH
711310,HOWRAH,WEST BENGAL
841244,SIWAN,BIHAR
503164,NIZAMABAD,TELANGANA
230124,PRATAPGARH,UTTAR PRADESH
733125,DINAJPUR DAKSHIN,WEST BENGAL
741316,NADIA,WEST BENGAL
389382,DOHAD,GUJARAT
493448,KANKER,CHHATTISGARH
415710,RATNAGIRI,MAHARASHTRA
361008,JAMNAGAR,GUJARAT
495551,BILASPUR,CHHATTISGARH
574117,UDUPI,KARNATAKA
609803,MAYILADUTHURAI,TAMIL NADU
613001,THANJAVUR,TAMIL NADU
753009,CUTTACK,ODISHA
321614,BHARATPUR,RAJASTHAN
363780,SURENDRANAGAR,GUJARAT
364001,BHAVNAGAR,GUJARAT
507316,BHADRADRI KOTHAGUDEM,TELANGANA
609203,MAYILADUTHURAI,TAMIL NADU
416515,SINDHUDURG,MAHARASHTRA
721125,Jhargram,WEST BENGAL
444708,AMRAVATI,MAHARASHTRA
233303,GHAZIPUR,UTTAR PRADESH
284128,JHANSI,UTTAR PRADESH
757045,MAYURBHANJ,ODISHA
534250,WEST GODAVARI,ANDHRA PRADESH
562130,BENGALURU RURAL,KARNATAKA
391761,CHHOTAUDEPUR,GUJARAT
523113,PRAKASAM,ANDHRA PRADESH
624401,DINDIGUL,TAMIL NADU
142035,LUDHIANA,PUNJAB
144007,JALANDHAR,PUNJAB
758022,KENDUJHAR,ODISHA
700021,KOLKATA,WEST BENGAL
209401,KANPUR NAGAR,UTTAR PRADESH
515331,ANANTAPUR,ANDHRA PRADESH
689696,KOLLAM,KERALA
784104,SONITPUR,ASSAM
245304,GHAZIABAD,UTTAR PRADESH
770031,SUNDARGARH,ODISHA
284305,JHANSI,UTTAR PRADESH
689644,PATHANAMTHITTA,KERALA
142022,LUDHIANA,PUNJAB
276403,AZAMGARH,UTTAR PRADESH
415713,RATNAGIRI,MAHARASHTRA
413208,SOLAPUR,MAHARASHTRA
502278,SIDDIPET,TELANGANA
402104,RAIGAD,MAHARASHTRA
532440,SRIKAKULAM,ANDHRA PRADESH
576233,UDUPI,KARNATAKA
613007,THANJAVUR,TAMIL NADU
678582,PALAKKAD,KERALA
574218,DAKSHINA KANNADA,KARNATAKA
690530,ALAPPUZHA,KERALA
835101,RANCHI,JHARKHAND
273012,GORAKHPUR,UTTAR PRADESH
571217,KODAGU,KARNATAKA
571316,CHAMARAJANAGARA,KARNATAKA
629102,KANNIYAKUMARI,TAMIL NADU
625701,MADURAI,TAMIL NADU
175016,MANDI,HIMACHAL PRADESH
522508,GUNTUR,ANDHRA PRADESH
577527,CHITRADURGA,KARNATAKA
523357,PRAKASAM,ANDHRA PRADESH
250622,BAGHPAT,UTTAR PRADESH
632059,VELLORE,TAMIL NADU
785688,CHARAIDEO,ASSAM
452003,INDORE,MADHYA PRADESH
781344,BAKSA,ASSAM
590019,BELAGAVI,KARNATAKA
685553,IDUKKI,KERALA
321402,BHARATPUR,RAJASTHAN
680305,THRISSUR,KERALA
533006,EAST GODAVARI,ANDHRA PRADESH
628209,TUTICORIN,TAMIL NADU
124112,ROHTAK,HARYANA
134118,AMBALA,HARYANA
363520,RAJKOT,GUJARAT
394716,DANG,GUJARAT
517641,CHITTOOR,ANDHRA PRADESH
180020,JAMMU,JAMMU AND KASHMIR
382810,GANDHINAGAR,GUJARAT
585107,KALABURAGI,KARNATAKA
271806,BAHRAICH,UTTAR PRADESH
416120,KOLHAPUR,MAHARASHTRA
475661,DATIA,MADHYA PRADESH
573121,HASSAN,KARNATAKA
713336,PASCHIM BARDHAMAN,WEST BENGAL
470661,DAMOH,MADHYA PRADESH
682306,ERNAKULAM,KERALA
533238,EAST GODAVARI,ANDHRA PRADESH
247343,SAHARANPUR,UTTAR PRADESH
401207,PALGHAR,MAHARASHTRA
609502,THIRUVARUR,TAMIL NADU
152005,FIROZEPUR,PUNJAB
222127,JAUNPUR,UTTAR PRADESH
246472,CHAMOLI,UTTARAKHAND
608602,CUDDALORE,TAMIL NADU
176207,CHAMBA,HIMACHAL PRADESH
207244,ETAH,UTTAR PRADESH
643006,THE NILGIRIS,TAMIL NADU
787031,LAKHIMPUR,ASSAM
802313,BHOJPUR,BIHAR
522503,GUNTUR,ANDHRA PRADESH
847226,MADHUBANI,BIHAR
796186,Hnahthial,MIZORAM
305811,AJMER,RAJASTHAN
388110,ANAND,GUJARAT
581126,HAVERI,KARNATAKA
387003,KHEDA,GUJARAT
413120,PUNE,MAHARASHTRA
421311,THANE,MAHARASHTRA
222162,JAUNPUR,UTTAR PRADESH
441223,CHANDRAPUR,MAHARASHTRA
761052,GANJAM,ODISHA
480667,SEONI,MADHYA PRADESH
612103,THANJAVUR,TAMIL NADU
613004,THANJAVUR,TAMIL NADU
846004,DARBHANGA,BIHAR
224210,AMBEDKAR NAGAR,UTTAR PRADESH
263680,ALMORA,UTTARAKHAND
431209,JALNA,MAHARASHTRA
306102,PALI,RAJASTHAN
284124,LALITPUR,UTTAR PRADESH
394327,SURAT,GUJARAT
533577,EAST GODAVARI,ANDHRA PRADESH
600096,CHENNAI,TAMIL NADU
811202,MUNGER,BIHAR
800008,PATNA,BIHAR
395010,SURAT,GUJARAT
583211,BALLARI,KARNATAKA
110020,SOUTH,DELHI
508224,SURYAPET,TELANGANA
638502,ERODE,TAMIL NADU
628656,TUTICORIN,TAMIL NADU
682557,LAKSHADWEEP DISTRICT,LAKSHADWEEP
614710,THIRUVARUR,TAMIL NADU
212204,KAUSHAMBI,UTTAR PRADESH
586204,VIJAYAPURA,KARNATAKA
635702,Tirupathur,TAMIL NADU
742223,MURSHIDABAD,WEST BENGAL
792130,LONGDING,ARUNACHAL PRADESH
585202,YADGIR,KARNATAKA
226027,LUCKNOW,UTTAR PRADESH
781133,KAMRUP,ASSAM
209305,KANPUR NAGAR,UTTAR PRADESH
323304,CHITTORGARH,RAJASTHAN
673616,KOZHIKODE,KERALA
495688,JANJGIR-CHAMPA,CHHATTISGARH
230401,PRATAPGARH,UTTAR PRADESH
503165,NIZAMABAD,TELANGANA
612804,THANJAVUR,TAMIL NADU
757084,MAYURBHANJ,ODISHA
250625,BAGHPAT,UTTAR PRADESH
620016,TIRUCHIRAPPALLI,TAMIL NADU
516203,Y.S.R.,ANDHRA PRADESH
485661,SATNA,MADHYA PRADESH
603319,CHENGALPATTU,TAMIL NADU
382450,AHMADABAD,GUJARAT
680656,THRISSUR,KERALA
560003,BENGALURU URBAN,KARNATAKA
306023,PALI,RAJASTHAN
816116,SAHEBGANJ,JHARKHAND
248014,DEHRADUN,UTTARAKHAND
604101,VILLUPURAM,TAMIL NADU
322702,SAWAI MADHOPUR,RAJASTHAN
734103,DARJEELING,WEST BENGAL
752103,KHORDHA,ODISHA
686001,KOTTAYAM,KERALA
574242,DAKSHINA KANNADA,KARNATAKA
793120,EAST KHASI HILLS,MEGHALAYA
762016,BOUDH,ODISHA
497339,KOREA,CHHATTISGARH
670663,KANNUR,KERALA
676123,MALAPPURAM,KERALA
846003,DARBHANGA,BIHAR
210122,BANDA,UTTAR PRADESH
695607,THIRUVANANTHAPURAM,KERALA
461441,HARDA,MADHYA PRADESH
700079,24 PARAGANAS NORTH,WEST BENGAL
441221,CHANDRAPUR,MAHARASHTRA
466661,SEHORE,MADHYA PRADESH
392215,BHARUCH,GUJARAT
224132,AMBEDKAR NAGAR,UTTAR PRADESH
577519,CHITRADURGA,KARNATAKA
190005,SRINAGAR,JAMMU AND KASHMIR
471525,CHHATARPUR,MADHYA PRADESH
629155,KANNIYAKUMARI,TAMIL NADU
416437,SANGLI,MAHARASHTRA
523168,PRAKASAM,ANDHRA PRADESH
680733,THRISSUR,KERALA
370160,KACHCHH,GUJARAT
680631,THRISSUR,KERALA
695317,THIRUVANANTHAPURAM,KERALA
411051,PUNE,MAHARASHTRA
345028,JAISALMER,RAJASTHAN
454665,DHAR,MADHYA PRADESH
333701,JHUNJHUNU,RAJASTHAN
311022,BHILWARA,RAJASTHAN
412801,SATARA,MAHARASHTRA
387002,KHEDA,GUJARAT
400710,THANE,MAHARASHTRA
523329,PRAKASAM,ANDHRA PRADESH
754294,JAGATSINGHAPUR,ODISHA
689504,ALAPPUZHA,KERALA
581365,UTTARA KANNADA,KARNATAKA
670611,KANNUR,KERALA
805111,NAWADA,BIHAR
246429,CHAMOLI,UTTARAKHAND
571439,CHAMARAJANAGARA,KARNATAKA
271126,GONDA,UTTAR PRADESH
383260,ARVALLI,GUJARAT
770016,SUNDARGARH,ODISHA
271835,SHRAVASTI,UTTAR PRADESH
781343,BAKSA,ASSAM
311802,BHILWARA,RAJASTHAN
385530,BANAS KANTHA,GUJARAT
805129,NAWADA,BIHAR
572135,TUMAKURU,KARNATAKA
577245,SHIVAMOGGA,KARNATAKA
473105,GUNA,MADHYA PRADESH
262402,NAINITAL,UTTARAKHAND
581336,UTTARA KANNADA,KARNATAKA
605501,PONDICHERRY,PUDUCHERRY
395005,SURAT,GUJARAT
795009,IMPHAL WEST,MANIPUR
177031,UNA,HIMACHAL PRADESH
800030,PATNA,BIHAR
306305,PALI,RAJASTHAN
491001,DURG,CHHATTISGARH
700111,24 PARAGANAS NORTH,WEST BENGAL
757046,MAYURBHANJ,ODISHA
721653,MEDINIPUR EAST,WEST BENGAL
362250,JUNAGADH,GUJARAT
679564,THRISSUR,KERALA
184202,KATHUA,JAMMU AND KASHMIR
422401,NASHIK,MAHARASHTRA
503175,NIZAMABAD,TELANGANA
691502,KOLLAM,KERALA
251306,MUZAFFARNAGAR,UTTAR PRADESH
208005,KANPUR NAGAR,UTTAR PRADESH
562162,BENGALURU URBAN,KARNATAKA
362030,JUNAGADH,GUJARAT
431008,AURANGABAD,MAHARASHTRA
854305,PURNIA,BIHAR
609405,THIRUVARUR,TAMIL NADU
783134,GOALPARA,ASSAM
627857,TENKASI,TAMIL NADU
638056,ERODE,TAMIL NADU
385135,BANAS KANTHA,GUJARAT
682312,ERNAKULAM,KERALA
700003,KOLKATA,WEST BENGAL
601301,KANCHIPURAM,TAMIL NADU
609307,MAYILADUTHURAI,TAMIL NADU
801104,PATNA,BIHAR
242305,SHAHJAHANPUR,UTTAR PRADESH
247232,SAHARANPUR,UTTAR PRADESH
494552,DANTEWADA,CHHATTISGARH
400607,THANE,MAHARASHTRA
585415,BIDAR,KARNATAKA
175075,MANDI,HIMACHAL PRADESH
770052,SUNDARGARH,ODISHA
246431,CHAMOLI,UTTARAKHAND
412106,PUNE,MAHARASHTRA
841219,SARAN,BIHAR
581324,UTTARA KANNADA,KARNATAKA
413715,AHMEDNAGAR,MAHARASHTRA
854108,KATIHAR,BIHAR
534265,WEST GODAVARI,ANDHRA PRADESH
785633,JORHAT,ASSAM
802205,BHOJPUR,BIHAR
851130,BEGUSARAI,BIHAR
518502,KURNOOL,ANDHRA PRADESH
695309,THIRUVANANTHAPURAM,KERALA
711115,HOWRAH,WEST BENGAL
755043,JAJAPUR,ODISHA
835234,GUMLA,JHARKHAND
571254,KODAGU,KARNATAKA
843316,SITAMARHI,BIHAR
761012,GANJAM,ODISHA
207403,Kasganj,UTTAR PRADESH
828404,BOKARO,JHARKHAND
847408,MADHUBANI,BIHAR
177034,KANGRA,HIMACHAL PRADESH
443402,BULDHANA,MAHARASHTRA
515787,ANANTAPUR,ANDHRA PRADESH
414505,AHMEDNAGAR,MAHARASHTRA
712308,HOOGHLY,WEST BENGAL
388306,ANAND,GUJARAT
415525,SATARA,MAHARASHTRA
621113,PERAMBALUR,TAMIL NADU
683573,ERNAKULAM,KERALA
243723,BUDAUN,UTTAR PRADESH
361142,JAMNAGAR,GUJARAT
415512,SATARA,MAHARASHTRA
425112,JALGAON,MAHARASHTRA
621806,Ariyalur,TAMIL NADU
577520,CHITRADURGA,KARNATAKA
743268,24 PARAGANAS NORTH,WEST BENGAL
757085,MAYURBHANJ,ODISHA
515305,ANANTAPUR,ANDHRA PRADESH
445102,YAVATMAL,MAHARASHTRA
584134,RAICHUR,KARNATAKA
754239,KENDRAPARA,ODISHA
766019,KALAHANDI,ODISHA
342312,JODHPUR,RAJASTHAN
363423,AHMADABAD,GUJARAT
612604,THIRUVARUR,TAMIL NADU
843120,MUZAFFARPUR,BIHAR
508374,NALGONDA,TELANGANA
736123,Alipurduar,WEST BENGAL
632512,Ranipet,TAMIL NADU
761213,GAJAPATI,ODISHA
509204,MAHABUBNAGAR,TELANGANA
752065,NAYAGARH,ODISHA
534455,WEST GODAVARI,ANDHRA PRADESH
403712,SOUTH GOA,GOA
733143,DINAJPUR UTTAR,WEST BENGAL
413106,PUNE,MAHARASHTRA
828309,DHANBAD,JHARKHAND
177039,UNA,HIMACHAL PRADESH
334001,BIKANER,RAJASTHAN
466554,SEHORE,MADHYA PRADESH
174306,UNA,HIMACHAL PRADESH
445106,YAVATMAL,MAHARASHTRA
691015,KOLLAM,KERALA
444126,AKOLA,MAHARASHTRA
410222,RAIGAD,MAHARASHTRA
321025,BHARATPUR,RAJASTHAN
574253,DAKSHINA KANNADA,KARNATAKA
228133,SULTANPUR,UTTAR PRADESH
441802,BHANDARA,MAHARASHTRA
741156,MURSHIDABAD,WEST BENGAL
638105,TIRUPPUR,TAMIL NADU
344501,BARMER,RAJASTHAN
503003,NIZAMABAD,TELANGANA
535591,VIZIANAGARAM,ANDHRA PRADESH
577101,CHIKKAMAGALURU,KARNATAKA
683106,ERNAKULAM,KERALA
781310,NALBARI,ASSAM
786170,TINSUKIA,ASSAM
743332,24 PARAGANAS SOUTH,WEST BENGAL
221712,BALLIA,UTTAR PRADESH
416008,KOLHAPUR,MAHARASHTRA
402209,RAIGAD,MAHARASHTRA
606109,CUDDALORE,TAMIL NADU
614712,NAGAPATTINAM,TAMIL NADU
125050,FATEHABAD,HARYANA
571101,MYSURU,KARNATAKA
562106,BENGALURU URBAN,KARNATAKA
625556,THENI,TAMIL NADU
680102,THRISSUR,KERALA
383251,ARVALLI,GUJARAT
495683,KORBA,CHHATTISGARH
788160,HAILAKANDI,ASSAM
796701,LUNGLEI,MIZORAM
804406,JEHANABAD,BIHAR
571429,MANDYA,KARNATAKA
583279,KOPPAL,KARNATAKA
713409,PURBA BARDHAMAN,WEST BENGAL
508250,NALGONDA,TELANGANA
506172,Mulugu,TELANGANA
624621,DINDIGUL,TAMIL NADU
560038,BENGALURU URBAN,KARNATAKA
517403,CHITTOOR,ANDHRA PRADESH
758034,KENDUJHAR,ODISHA
533451,EAST GODAVARI,ANDHRA PRADESH
410504,PUNE,MAHARASHTRA
854331,ARARIA,BIHAR
794002,WEST GARO HILLS,MEGHALAYA
311601,BHILWARA,RAJASTHAN
769014,SUNDARGARH,ODISHA
801102,PATNA,BIHAR
813110,BANKA,BIHAR
140405,FATEHGARH SAHIB,PUNJAB
176085,KANGRA,HIMACHAL PRADESH
332411,SIKAR,RAJASTHAN
573101,HASSAN,KARNATAKA
585322,KALABURAGI,KARNATAKA
571312,CHAMARAJANAGARA,KARNATAKA
643101,THE NILGIRIS,TAMIL NADU
577226,SHIVAMOGGA,KARNATAKA
401102,PALGHAR,MAHARASHTRA
176320,CHAMBA,HIMACHAL PRADESH
283152,FIROZABAD,UTTAR PRADESH
841422,SARAN,BIHAR
524408,SPSR NELLORE,ANDHRA PRADESH
141120,LUDHIANA,PUNJAB
534338,WEST GODAVARI,ANDHRA PRADESH
423502,NASHIK,MAHARASHTRA
609103,MAYILADUTHURAI,TAMIL NADU
623603,RAMANATHAPURAM,TAMIL NADU
275204,GHAZIPUR,UTTAR PRADESH
788007,CACHAR,ASSAM
686014,KOTTAYAM,KERALA
712121,HOOGHLY,WEST BENGAL
324008,KOTA,RAJASTHAN
782138,NAGAON,ASSAM
380051,AHMADABAD,GUJARAT
413516,LATUR,MAHARASHTRA
673525,KOZHIKODE,KERALA
822101,PALAMU,JHARKHAND
231302,MIRZAPUR,UTTAR PRADESH
274308,KUSHI NAGAR,UTTAR PRADESH
805104,NAWADA,BIHAR
144303,JALANDHAR,PUNJAB
147101,PATIALA,PUNJAB
825320,GIRIDIH,JHARKHAND
515551,ANANTAPUR,ANDHRA PRADESH
841437,GOPALGANJ,BIHAR
731234,BIRBHUM,WEST BENGAL
222181,JAUNPUR,UTTAR PRADESH
342801,JODHPUR,RAJASTHAN
534350,WEST GODAVARI,ANDHRA PRADESH
131304,SONIPAT,HARYANA
463111,BHOPAL,MADHYA PRADESH
695146,THIRUVANANTHAPURAM,KERALA
690574,KOLLAM,KERALA
835207,GUMLA,JHARKHAND
246121,PAURI GARHWAL,UTTARAKHAND
516312,Y.S.R.,ANDHRA PRADESH
580114,DHARWAD,KARNATAKA
613703,THIRUVARUR,TAMIL NADU
682555,LAKSHADWEEP DISTRICT,LAKSHADWEEP
752118,PURI,ODISHA
765022,RAYAGADA,ODISHA
400071,MUMBAI SUBURBAN,MAHARASHTRA
843318,SITAMARHI,BIHAR
798627,ZUNHEBOTO,NAGALAND
524225,SPSR NELLORE,ANDHRA PRADESH
625019,MADURAI,TAMIL NADU
322252,KARAULI,RAJASTHAN
736157,COOCHBEHAR,WEST BENGAL
360375,RAJKOT,GUJARAT
629804,KANNIYAKUMARI,TAMIL NADU
571123,CHAMARAJANAGARA,KARNATAKA
627856,TENKASI,TAMIL NADU
462001,BHOPAL,MADHYA PRADESH
822128,GARHWA,JHARKHAND
781124,KAMRUP,ASSAM
782461,KARBI ANGLONG,ASSAM
388130,ANAND,GUJARAT
503224,NIZAMABAD,TELANGANA
722205,BANKURA,WEST BENGAL
695033,THIRUVANANTHAPURAM,KERALA
416309,SANGLI,MAHARASHTRA
685581,IDUKKI,KERALA
826004,DHANBAD,JHARKHAND
534227,WEST GODAVARI,ANDHRA PRADESH
503206,NIZAMABAD,TELANGANA
583283,KOPPAL,KARNATAKA
302016,JAIPUR,RAJASTHAN
825316,RAMGARH,JHARKHAND
180012,JAMMU,JAMMU AND KASHMIR
396150,VALSAD,GUJARAT
813108,BANKA,BIHAR
791104,EAST SIANG,ARUNACHAL PRADESH
395003,SURAT,GUJARAT
686105,KOTTAYAM,KERALA
811302,LAKHISARAI,BIHAR
524302,SPSR NELLORE,ANDHRA PRADESH
185156,RAJOURI,JAMMU AND KASHMIR
679306,PALAKKAD,KERALA
360440,RAJKOT,GUJARAT
733145,DINAJPUR DAKSHIN,WEST BENGAL
843107,MUZAFFARPUR,BIHAR
411002,PUNE,MAHARASHTRA
303001,JAIPUR,RAJASTHAN
314406,DUNGARPUR,RAJASTHAN
531077,VISAKHAPATANAM,ANDHRA PRADESH
192129,ANANTNAG,JAMMU AND KASHMIR
609811,MAYILADUTHURAI,TAMIL NADU
813208,GODDA,JHARKHAND
531105,VISAKHAPATANAM,ANDHRA PRADESH
177106,KANGRA,HIMACHAL PRADESH
824217,GAYA,BIHAR
132105,PANIPAT,HARYANA
686511,PATHANAMTHITTA,KERALA
460553,BETUL,MADHYA PRADESH
391244,VADODARA,GUJARAT
441401,NAGPUR,MAHARASHTRA
444107,AKOLA,MAHARASHTRA
508373,NALGONDA,TELANGANA
795146,IMPHAL WEST,MANIPUR
635302,DHARMAPURI,TAMIL NADU
123103,REWARI,HARYANA
625218,MADURAI,TAMIL NADU
520008,KRISHNA,ANDHRA PRADESH
756040,BALESHWAR,ODISHA
824219,AURANGABAD,BIHAR
470125,SAGAR,MADHYA PRADESH
713358,PASCHIM BARDHAMAN,WEST BENGAL
517644,CHITTOOR,ANDHRA PRADESH
321401,BHARATPUR,RAJASTHAN
754231,KENDRAPARA,ODISHA
464228,VIDISHA,MADHYA PRADESH
832304,EAST SINGHBUM,JHARKHAND
382449,AHMADABAD,GUJARAT
585326,BIDAR,KARNATAKA
503218,NIZAMABAD,TELANGANA
673019,KOZHIKODE,KERALA
201020,GHAZIABAD,UTTAR PRADESH
757035,MAYURBHANJ,ODISHA
623514,RAMANATHAPURAM,TAMIL NADU
246445,RUDRA PRAYAG,UTTARAKHAND
382041,GANDHINAGAR,GUJARAT
635107,KRISHNAGIRI,TAMIL NADU
686123,KOTTAYAM,KERALA
695043,THIRUVANANTHAPURAM,KERALA
151506,MANSA,PUNJAB
509357,MAHABUBNAGAR,TELANGANA
145026,PATHANKOT,PUNJAB
723152,PURULIA,WEST BENGAL
222149,JAUNPUR,UTTAR PRADESH
721134,MEDINIPUR EAST,WEST BENGAL
601204,THIRUVALLUR,TAMIL NADU
626113,VIRUDHUNAGAR,TAMIL NADU
743375,24 PARAGANAS SOUTH,WEST BENGAL
226101,LUCKNOW,UTTAR PRADESH
342307,JODHPUR,RAJASTHAN
144102,JALANDHAR,PUNJAB
230136,PRATAPGARH,UTTAR PRADESH
577413,SHIVAMOGGA,KARNATAKA
628206,TUTICORIN,TAMIL NADU
695010,THIRUVANANTHAPURAM,KERALA
380058,AHMADABAD,GUJARAT
700122,24 PARAGANAS NORTH,WEST BENGAL
713211,PASCHIM BARDHAMAN,WEST BENGAL
742160,MURSHIDABAD,WEST BENGAL
387325,KHEDA,GUJARAT
743502,24 PARAGANAS NORTH,WEST BENGAL
847240,MADHUBANI,BIHAR
695523,THIRUVANANTHAPURAM,KERALA
412308,PUNE,MAHARASHTRA
515301,ANANTAPUR,ANDHRA PRADESH
767029,BALANGIR,ODISHA
272202,SIDDHARTH NAGAR,UTTAR PRADESH
180007,JAMMU,JAMMU AND KASHMIR
283126,AGRA,UTTAR PRADESH
600009,CHENNAI,TAMIL NADU
635110,KRISHNAGIRI,TAMIL NADU
534425,WEST GODAVARI,ANDHRA PRADESH
328041,DHOLPUR,RAJASTHAN
533339,EAST GODAVARI,ANDHRA PRADESH
847227,MADHUBANI,BIHAR
209727,KANNAUJ,UTTAR PRADESH
201012,GHAZIABAD,UTTAR PRADESH
591301,BELAGAVI,KARNATAKA
624619,DINDIGUL,TAMIL NADU
625601,THENI,TAMIL NADU
723101,PURULIA,WEST BENGAL
363670,MORBI,GUJARAT
835217,RANCHI,JHARKHAND
600002,CHENNAI,TAMIL NADU
686651,KOTTAYAM,KERALA
508285,YADADRI BHUVANAGIRI,TELANGANA
848213,DARBHANGA,BIHAR
683562,ERNAKULAM,KERALA
641037,COIMBATORE,TAMIL NADU
832302,EAST SINGHBUM,JHARKHAND
767002,BALANGIR,ODISHA
781378,NALBARI,ASSAM
628151,TUTICORIN,TAMIL NADU
144419,JALANDHAR,PUNJAB
384120,MAHESANA,GUJARAT
515134,ANANTAPUR,ANDHRA PRADESH
680594,THRISSUR,KERALA
262521,PITHORAGARH,UTTARAKHAND
141411,FATEHGARH SAHIB,PUNJAB
829210,RANCHI,JHARKHAND
679514,PALAKKAD,KERALA
841404,SIWAN,BIHAR
175035,MANDI,HIMACHAL PRADESH
824235,ARWAL,BIHAR
248158,DEHRADUN,UTTARAKHAND
518553,KURNOOL,ANDHRA PRADESH
676319,MALAPPURAM,KERALA
630552,SIVAGANGA,TAMIL NADU
475336,DATIA,MADHYA PRADESH
396445,NAVSARI,GUJARAT
826008,DHANBAD,JHARKHAND
678007,PALAKKAD,KERALA
515767,ANANTAPUR,ANDHRA PRADESH
127312,CHARKI DADRI,HARYANA
281401,MATHURA,UTTAR PRADESH
456224,UJJAIN,MADHYA PRADESH
688539,ALAPPUZHA,KERALA
841434,SIWAN,BIHAR
385360,PATAN,GUJARAT
689126,ALAPPUZHA,KERALA
324006,KOTA,RAJASTHAN
755012,JAJAPUR,ODISHA
425418,NANDURBAR,MAHARASHTRA
586130,VIJAYAPURA,KARNATAKA
685604,IDUKKI,KERALA
785701,SIVASAGAR,ASSAM
682506,ERNAKULAM,KERALA
782442,HOJAI,ASSAM
311030,BHILWARA,RAJASTHAN
535463,VIZIANAGARAM,ANDHRA PRADESH
262530,PITHORAGARH,UTTARAKHAND
221311,VARANASI,UTTAR PRADESH
581342,UTTARA KANNADA,KARNATAKA
622002,PUDUKKOTTAI,TAMIL NADU
204211,HATHRAS,UTTAR PRADESH
442106,WARDHA,MAHARASHTRA
759017,DHENKANAL,ODISHA
509128,JOGULAMBA GADWAL,TELANGANA
628402,TUTICORIN,TAMIL NADU
783380,BONGAIGAON,ASSAM
364710,BOTAD,GUJARAT
323802,BUNDI,RAJASTHAN
223225,AZAMGARH,UTTAR PRADESH
761001,GANJAM,ODISHA
788127,CACHAR,ASSAM
424202,JALGAON,MAHARASHTRA
679304,PALAKKAD,KERALA
172031,SHIMLA,HIMACHAL PRADESH
695584,THIRUVANANTHAPURAM,KERALA
140118,RUPNAGAR,PUNJAB
670101,KANNUR,KERALA
802213,ROHTAS,BIHAR
787033,LAKHIMPUR,ASSAM
444312,BULDHANA,MAHARASHTRA
743193,24 PARAGANAS NORTH,WEST BENGAL
788726,KARIMGANJ,ASSAM
412301,PUNE,MAHARASHTRA
